CALLE,SUPERFICIE,PRECIOUSD,PRECIOPESOS,USDM2,ANTIG,EN_GALERIA,COTIZ,TRIMESTRE,BARRIO,COMUNA
PEDERNERA,113,260000,17472000,2301,0,,67,SEGUNDO,FLORES NORTE,7
LAFUENTE AL 300,17,58000,3897600,3412,0,,67,SEGUNDO,FLORES NORTE,7
ARGERICH AL 700,340,980000,65856000,2882,0,,67,SEGUNDO,FLORES NORTE,7
BOYACA,65,300000,20160000,4615,0,,67,SEGUNDO,FLORES NORTE,7
PEDERNERA,123,300000,20160000,2439,0,,67,SEGUNDO,FLORES NORTE,7
AV NAZCA,52,196800,13224960,3785,0,,67,SEGUNDO,FLORES NORTE,7
CARACAS AL 1000,519,340000,22848000,655,0,,67,SEGUNDO,FLORES NORTE,7
LAUTARO,47,145000,9744000,3085,0,,67,SEGUNDO,FLORES NORTE,7
RIVADAVIA AVDA. AL 7000,19,33000,2217600,1737,0,,67,SEGUNDO,FLORES NORTE,7
PEDERNERA,111,270000,18144000,2432,0,,67,SEGUNDO,FLORES NORTE,7
RIVADAVIA AVDA. AL 7000,28,33000,2217600,1179,0,,67,SEGUNDO,FLORES NORTE,7
AV. JUAN BAUTISTA ALBERDI,36,90000,6048000,2500,0,,67,SEGUNDO,FLORES NORTE,7
YERBAL ENTRE GRAL ARTIGAS Y BOLIVIA,33,54500,3662400,1652,0,,67,SEGUNDO,FLORES NORTE,7
RIVADAVIA 6743,11,42000,2822400,3818,0,,67,SEGUNDO,FLORES NORTE,7
MEMBRILLAR,34,23500,1579200,691,0,,67,SEGUNDO,FLORES NORTE,7
PEDERNERA,223,680000,45696000,3049,0,,67,SEGUNDO,FLORES NORTE,7
YERBAL Y GRAL ARTIGAS,19,38500,2587200,2026,0,,67,SEGUNDO,FLORES NORTE,7
AV RIVADAVIA,120,149900,10073280,1250,0,,67,SEGUNDO,FLORES NORTE,7
RIVADAVIA 6800,33,52000,3494400,1576,0,,67,SEGUNDO,FLORES NORTE,7
TERRADA AL 500,130,450000,30240000,3462,0,,67,SEGUNDO,FLORES NORTE,7
ARGERICH AL 800,100,400000,26880000,4000,0,,67,SEGUNDO,FLORES NORTE,7
AV. ALBERDI,55,137000,9206400,2491,0,,67,SEGUNDO,FLORES NORTE,7
YERBAL AL 2100 - LOCAL,165,210000,14112000,1273,0,,67,SEGUNDO,FLORES NORTE,7
SALGUERO JERONIMO 500,35,105000,8610000,3000,20,,82,CUARTO,ALMAGRO,5
BILLINGHURST 900,114,350000,28700000,3070,5,,82,CUARTO,ALMAGRO,5
CORRIENTES 4200,405,890000,72980000,2198,48,,82,CUARTO,ALMAGRO,5
ESTADO DE ISRAEL 4700,95,250000,20500000,2632,0,,82,CUARTO,ALMAGRO,5
PRINGLES 600,29,99000,8118000,3414,0,,82,CUARTO,ALMAGRO,5
BULNES 200,98,83000,6806000,847,0,,82,CUARTO,ALMAGRO,5
SARMIENTO 41000,65,250000,20500000,3846,0,,82,CUARTO,ALMAGRO,5
ACUÑA DE FIGUEROA FRANCISCO 900,60,90000,7380000,1500,0,,82,CUARTO,ALMAGRO,5
MEDRANO 400,391,685000,56170000,1752,90,,82,CUARTO,ALMAGRO,5
VENEZUELA 3700,450,750000,61500000,1667,40,,82,CUARTO,ALMAGRO,5
MAZA 800,145,220000,18040000,1517,0,,82,CUARTO,ALMAGRO,5
BOEDO 700,38,195000,15990000,5132,0,,82,CUARTO,ALMAGRO,5
MEDRANO 100,54,180000,14760000,3333,25,,82,CUARTO,ALMAGRO,5
ACUÑA DE FIGUEROA FRANCISCO 1200,42,289000,23698000,6881,0,,82,CUARTO,ALMAGRO,5
ACUÑA DE FIGUEROA FRANCISCO 1200,42,289000,23698000,6881,0,,82,CUARTO,ALMAGRO,5
BOULOGNE SUR MER 500,40,159000,13038000,3975,0,,82,CUARTO,BALVANERA,3
YRIGOYEN HIPOLITO 3100,36,177000,14514000,4917,0,,82,CUARTO,BALVANERA,3
RIVADAVIA 3100,270,320000,26240000,1185,70,,82,CUARTO,BALVANERA,3
LAVALLE 2000,100,149000,12218000,1490,35,,82,CUARTO,BALVANERA,3
ALSINA ADOLFO 2700,140,139000,11398000,993,25,,82,CUARTO,BALVANERA,3
MORENO 2915,50,69990,5739180,1400,0,,82,CUARTO,BALVANERA,3
MORENO 2600,60,79000,6478000,1317,50,,82,CUARTO,BALVANERA,3
ALBERTI 300,92,90000,7380000,978,0,,82,CUARTO,BALVANERA,3
PUEYRREDON 500,90,850000,69700000,9444,15,,82,CUARTO,BALVANERA,3
LA RIOJA 286,153,180000,14760000,1176,30,,82,CUARTO,BALVANERA,3
GOMEZ VALENTIN 2792,85,370000,30340000,4353,30,,82,CUARTO,BALVANERA,3
ANCHORENA TOMAS M. DE  DR 300,114,148700,12193400,1304,48,,82,CUARTO,BALVANERA,3
VIAMONTE 2100,144,350000,28700000,2431,0,,82,CUARTO,BALVANERA,3
TUCUMAN 2200,140,550000,45100000,3929,45,,82,CUARTO,BALVANERA,3
BELGRANO 2500,180,290000,23780000,1611,0,,82,CUARTO,BALVANERA,3
YRIGOYEN HIPOLITO 2400,23,80000,6560000,3478,0,,82,CUARTO,BALVANERA,3
CORRIENTES 2500,106,99000,8118000,934,35,,82,CUARTO,BALVANERA,3
CORRIENTES 2445,460,150000,12300000,326,30,,82,CUARTO,BALVANERA,3
GOMEZ VALENTIN 3000,60,75000,6150000,1250,0,,82,CUARTO,BALVANERA,3
SAAVEDRA 300,125,155000,12710000,1240,50,,82,CUARTO,BALVANERA,3
URQUIZA GRAL. 100,56,84000,6888000,1500,40,,82,CUARTO,BALVANERA,3
JAURES JEAN 400,122,150000,12300000,1230,0,,82,CUARTO,BALVANERA,3
MEXICO 2500,66,122000,10004000,1848,50,,82,CUARTO,BALVANERA,3
BELGRANO 2600,67,250000,20500000,3731,0,,82,CUARTO,BALVANERA,3
RIVADAVIA 1900,1929,900000,73800000,467,0,,82,CUARTO,BALVANERA,3
URQUIZA GRAL. 300,56,80000,6560000,1429,81,,82,CUARTO,BALVANERA,3
TUCUMAN 2200,160,475000,38950000,2969,50,,82,CUARTO,BALVANERA,3
TUCUMAN 2700,173,189000,15498000,1092,55,,82,CUARTO,BALVANERA,3
CORRIENTES 2500,187,1700000,139400000,9091,30,,82,CUARTO,BALVANERA,3
ANCHORENA TOMAS M. DE  DR 300,882,530000,43460000,601,0,,82,CUARTO,BALVANERA,3
TUCUMAN 2600,75,230000,18860000,3067,0,,82,CUARTO,BALVANERA,3
TUCUMAN 2700,113,185000,15170000,1637,45,,82,CUARTO,BALVANERA,3
DEAN FUNES 500,30,59000,4838000,1967,0,,82,CUARTO,BALVANERA,3
CORRIENTES 23000,16,69000,5658000,4312,30,,82,CUARTO,BALVANERA,3
YRIGOYEN HIPOLITO 2400,23,80000,6560000,3478,25,,82,CUARTO,BALVANERA,3
PASTEUR 300,100,1100000,90200000,11000,0,,82,CUARTO,BALVANERA,3
PERON JUAN DOMINGO  TTE. 1900,103,80000,6560000,777,0,,82,CUARTO,BALVANERA,3
PASTEUR 700,100,168000,13776000,1680,30,,82,CUARTO,BALVANERA,3
PASTEUR 700,100,168000,13776000,1680,30,,82,CUARTO,BALVANERA,3
PASTEUR 200,100,1300000,106600000,13000,0,,82,CUARTO,BALVANERA,3
ESTADOS UNIDOS 900,31,70000,5740000,2258,0,,82,CUARTO,CONSTITUCION,1
SALTA 900,127,135000,11070000,1063,65,,82,CUARTO,CONSTITUCION,1
GARAY JUAN DE 900,133,258000,21156000,1940,80,,82,CUARTO,CONSTITUCION,1
SAN JUAN 1302,78,90000,7380000,1154,30,,82,CUARTO,CONSTITUCION,1
SALTA 1100,70,83000,6806000,1186,50,,82,CUARTO,CONSTITUCION,1
IRIGOYEN BERNARDO DE 1400,1400,3600000,295200000,2571,0,,82,CUARTO,CONSTITUCION,1
SALTA 1000,80,139000,11398000,1738,0,,82,CUARTO,CONSTITUCION,1
GARAY JUAN DE 1400,28,42000,3444000,1500,70,,82,CUARTO,CONSTITUCION,1
IRIGOYEN BERNARDO DE 1340,1340,450000,36900000,336,5,,82,CUARTO,CONSTITUCION,1
CONSTITUCION 1200,30,39000,3198000,1300,36,,82,CUARTO,CONSTITUCION,1
INDEPENDENCIA 1200,26,119800,9823600,4608,0,,82,CUARTO,CONSTITUCION,1
SAN JUAN 885,240,500000,41000000,2083,0,,82,CUARTO,CONSTITUCION,1
SALTA 1100,97,60000,4920000,619,50,,82,CUARTO,CONSTITUCION,1
MORENO 1300,562,270000,22140000,480,0,,82,CUARTO,MONTSERRAT,1
TACUARI 214,300,410000,33620000,1367,0,,82,CUARTO,MONTSERRAT,1
YRIGOYEN HIPOLITO 1100,443,300000,24600000,677,0,,82,CUARTO,MONTSERRAT,1
AZOPARDO 400,142,300000,24600000,2113,0,,82,CUARTO,MONTSERRAT,1
ENTRE RIOS 188,800,1000000,82000000,1250,0,,82,CUARTO,MONTSERRAT,1
PIEDRAS 99,445,1200000,98400000,2697,0,,82,CUARTO,MONTSERRAT,1
PIEDRAS 99,2245,1200000,98400000,534,0,,82,CUARTO,MONTSERRAT,1
RIVADAVIA 1200,24,25000,2050000,1042,0,,82,CUARTO,MONTSERRAT,1
VENEZUELA 700,142,342000,28044000,2408,25,,82,CUARTO,MONTSERRAT,1
YRIGOYEN HIPOLITO 900,370,410000,33620000,1108,90,,82,CUARTO,MONTSERRAT,1
PERU 500,194,280000,22960000,1443,50,,82,CUARTO,MONTSERRAT,1
INDEPENDENCIA 30900,35,149000,12218000,4257,0,,82,CUARTO,SAN CRISTOBAL,3
INDEPENDENCIA 2800,60,69000,5658000,1150,0,,82,CUARTO,SAN CRISTOBAL,3
ESTADOS UNIDOS 2200,212,169500,13899000,800,80,,82,CUARTO,SAN CRISTOBAL,3
ENTRE RIOS 1100,278,790000,64780000,2842,25,,82,CUARTO,SAN CRISTOBAL,3
COCHABAMBA 2700,30,58000,4756000,1933,40,,82,CUARTO,SAN CRISTOBAL,3
24 DE NOVIEMBRE 1400,2000,1100000,90200000,550,0,,82,CUARTO,SAN CRISTOBAL,3
SAN JUAN 2600,163,1100000,90200000,6748,0,,82,CUARTO,SAN CRISTOBAL,3
COMBATE DE LOS POZOS 1300,75,120000,9840000,1600,0,,82,CUARTO,SAN CRISTOBAL,3
GARAY JUAN DE 2800,18,33000,2706000,1833,45,,82,CUARTO,SAN CRISTOBAL,3
RODRIGUEZ PENA 150,286,850000,69700000,2972,0,,82,CUARTO,SAN NICOLAS,1
LIBERTAD 700,200,900000,73800000,4500,0,,82,CUARTO,SAN NICOLAS,1
PARANA 800,49,120000,9840000,2449,45,,82,CUARTO,SAN NICOLAS,1
FLORIDA 800,16,13000,1066000,812,40,,82,CUARTO,SAN NICOLAS,1
ESMERALDA 800,119,328390,26927980,2760,0,,82,CUARTO,SAN NICOLAS,1
CORDOBA 456,32,40000,3280000,1250,13,,82,CUARTO,SAN NICOLAS,1
ESMERALDA 280,280,280000,22960000,1000,0,,82,CUARTO,SAN NICOLAS,1
CORDOBA 469,24,69000,5658000,2875,33,,82,CUARTO,SAN NICOLAS,1
FLORIDA 468,24,78000,6396000,3250,60,,82,CUARTO,SAN NICOLAS,1
CORDOBA 600,260,1200000,98400000,4615,0,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 780,183,289000,23698000,1579,60,,82,CUARTO,SAN NICOLAS,1
MAIPU 700,716,1500000,123000000,2095,9,,82,CUARTO,SAN NICOLAS,1
CORDOBA 469,24,69000,5658000,2875,33,,82,CUARTO,SAN NICOLAS,1
SUIPACHA 100,110,250000,20500000,2273,55,,82,CUARTO,SAN NICOLAS,1
LAVALLE 500,81,440000,36080000,5432,40,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 1600,320,400000,32800000,1250,58,,82,CUARTO,SAN NICOLAS,1
LAVALLE 1100,448,540000,44280000,1205,0,,82,CUARTO,SAN NICOLAS,1
TALCAHUANO 100,53,75000,6150000,1415,0,,82,CUARTO,SAN NICOLAS,1
SARMIENTO 1300,313,390000,31980000,1246,0,,82,CUARTO,SAN NICOLAS,1
CORDOBA 645,350,150000,12300000,429,0,,82,CUARTO,SAN NICOLAS,1
CORRIENTES 1700,962,4500000,369000000,4678,0,,82,CUARTO,SAN NICOLAS,1
CORRIENTES 1600,800,3000000,246000000,3750,0,,82,CUARTO,SAN NICOLAS,1
MITRE BARTOLOME 700,495,399000,32718000,806,40,,82,CUARTO,SAN NICOLAS,1
LAVALLE 105,575,482222,39542204,839,20,,82,CUARTO,SAN NICOLAS,1
LIBERTAD 282,282,99000,8118000,351,30,,82,CUARTO,SAN NICOLAS,1
CALLAO 100,560,2500000,205000000,4464,8,,82,CUARTO,SAN NICOLAS,1
MONTEVIDEO 700,120,280000,22960000,2333,50,,82,CUARTO,SAN NICOLAS,1
PERON JUAN DOMINGO  TTE. 1200,250,250000,20500000,1000,0,,82,CUARTO,SAN NICOLAS,1
MAIPU 600,150,210000,17220000,1400,30,,82,CUARTO,SAN NICOLAS,1
MITRE BARTOLOME 1100,324,300000,24600000,926,0,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 1600,140,360000,29520000,2571,0,,82,CUARTO,SAN NICOLAS,1
CALLAO 100,560,2500000,205000000,4464,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 500,33,17500,1435000,530,0,,82,CUARTO,SAN NICOLAS,1
ALEM LEANDRO N. 500,123,382500,31365000,3110,0,,82,CUARTO,SAN NICOLAS,1
PERON JUAN DOMINGO  TTE. 1248,800,830000,68060000,1038,60,,82,CUARTO,SAN NICOLAS,1
LAVALLE 700,25,560000,45920000,22400,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 300,650,3800000,311600000,5846,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 500,41,91000,7462000,2220,35,,82,CUARTO,SAN NICOLAS,1
FLORIDA 400,45,45000,3690000,1000,0,,82,CUARTO,SAN NICOLAS,1
25 DE MAYO 500,1080,1600000,131200000,1482,0,,82,CUARTO,SAN NICOLAS,1
ESMERALDA 500,236,450000,36900000,1907,0,,82,CUARTO,SAN NICOLAS,1
TALCAHUANO 300,52,55000,4510000,1058,0,,82,CUARTO,SAN NICOLAS,1
TALCAHUANO 700,146,340000,27880000,2329,0,,82,CUARTO,SAN NICOLAS,1
CERRITO 100,215,500000,41000000,2326,50,,82,CUARTO,SAN NICOLAS,1
CORRIENTES 500,1245,400000,32800000,321,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 700,190,1200000,98400000,6316,10,,82,CUARTO,SAN NICOLAS,1
SUIPACHA 300,1100,1600000,131200000,1454,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 400,45,45000,3690000,1000,0,SI,82,CUARTO,SAN NICOLAS,1
LAVALLE 700,50,1090000,89380000,21800,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 700,190,1200000,98400000,6316,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 400,22,55000,4510000,2500,0,,82,CUARTO,SAN NICOLAS,1
PARANA 500,180,650000,53300000,3611,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 835,14,40000,3280000,2857,0,,82,CUARTO,SAN NICOLAS,1
VIAMONTE 1700,53,169000,13858000,3189,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 919,65,520000,42640000,8000,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 800,54,40000,3280000,741,0,,82,CUARTO,SAN NICOLAS,1
25 DE MAYO 500,1080,1600000,131200000,1482,0,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 1300,210,750000,61500000,3571,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 600,62,680000,55760000,10968,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 600,62,680000,55760000,10968,0,,82,CUARTO,SAN NICOLAS,1
PARANA 500,182,650000,53300000,3571,0,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 700,20,15000,1230000,750,0,SI,82,CUARTO,SAN NICOLAS,1
LIBERTAD 200,20,59000,4838000,2950,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 445,45,84000,6888000,1867,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 777,934,4500000,369000000,4818,0,,82,CUARTO,SAN NICOLAS,1
SUIPACHA 201,340,410000,33620000,1206,0,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 1300,210,750000,61500000,3571,0,,82,CUARTO,SAN NICOLAS,1
SAENZ PENA ROQUE  PRES. 800,165,780000,63960000,4727,0,,82,CUARTO,SAN NICOLAS,1
ESMERALDA 500,236,470000,38540000,1992,0,,82,CUARTO,SAN NICOLAS,1
CERRITO 100,215,500000,41000000,2326,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 500,24,150000,12300000,6250,0,,82,CUARTO,SAN NICOLAS,1
CORRIENTES 500,1245,4000000,328000000,3213,0,,82,CUARTO,SAN NICOLAS,1
PERON JUAN DOMINGO  TTE. 1600,53,120000,9840000,2264,0,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 1400,45,149000,12218000,3311,0,,82,CUARTO,SAN NICOLAS,1
MAIPU 500,362,260000,21320000,718,0,,82,CUARTO,SAN NICOLAS,1
SARMIENTO 400,102,780000,63960000,7647,30,,82,CUARTO,SAN NICOLAS,1
DELLEPIANE LUIS 300,45,109000,8938000,2422,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 700,190,1200000,98400000,6316,10,,82,CUARTO,SAN NICOLAS,1
MONTEVIDEO 768,142,220000,18040000,1549,40,,82,CUARTO,SAN NICOLAS,1
TALCAHUANO 100,160,220000,18040000,1375,40,,82,CUARTO,SAN NICOLAS,1
RODRIGUEZ PENA 300,200,298000,24436000,1490,20,,82,CUARTO,SAN NICOLAS,1
CERRITO 100,215,500000,41000000,2326,50,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 700,183,340000,27880000,1858,40,,82,CUARTO,SAN NICOLAS,1
LAVALLE 777,934,4500000,369000000,4818,20,,82,CUARTO,SAN NICOLAS,1
MONTEVIDEO 700,120,280000,22960000,2333,50,,82,CUARTO,SAN NICOLAS,1
MAIPU 400,24,330000,27060000,13750,0,,82,CUARTO,SAN NICOLAS,1
SUIPACHA 300,517,1600000,131200000,3095,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 912,67,520000,42640000,7761,70,,82,CUARTO,SAN NICOLAS,1
LIBERTAD 300,76,102000,8364000,1342,50,,82,CUARTO,SAN NICOLAS,1
FLORIDA 500,31,70000,5740000,2258,30,,82,CUARTO,SAN NICOLAS,1
SARMIENTO 381,102,750000,61500000,7353,30,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 1400,25,84000,6888000,3360,0,,82,CUARTO,SAN NICOLAS,1
CORRIENTES 500,1245,4000000,328000000,3213,0,,82,CUARTO,SAN NICOLAS,1
PERON JUAN DOMINGO  TTE. 1248,800,830000,68060000,1038,60,,82,CUARTO,SAN NICOLAS,1
MONTEVIDEO 600,20,80000,6560000,4000,40,,82,CUARTO,SAN NICOLAS,1
FLORIDA 700,100,1200000,98400000,12000,30,,82,CUARTO,SAN NICOLAS,1
MITRE BARTOLOME 1200,330,300000,24600000,909,90,,82,CUARTO,SAN NICOLAS,1
FLORIDA 500,24,150000,12300000,6250,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 400,45,75000,6150000,1667,40,,82,CUARTO,SAN NICOLAS,1
VIAMONTE 1700,53,169000,13858000,3189,0,,82,CUARTO,SAN NICOLAS,1
SARMIENTO 1200,108,330000,27060000,3056,80,,82,CUARTO,SAN NICOLAS,1
RODRIGUEZ PENA 300,200,298000,24436000,1490,20,,82,CUARTO,SAN NICOLAS,1
PARANA 500,180,650000,53300000,3611,0,,82,CUARTO,SAN NICOLAS,1
SUIPACHA 201,340,410000,33620000,1206,0,,82,CUARTO,SAN NICOLAS,1
FLORIDA 400,22,55000,4510000,2500,0,,82,CUARTO,SAN NICOLAS,1
TUCUMAN 700,146,340000,27880000,2329,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 800,54,40000,3280000,741,0,,82,CUARTO,SAN NICOLAS,1
ESMERALDA 500,236,450000,36900000,1907,0,,82,CUARTO,SAN NICOLAS,1
LAVALLE 400,205,590000,48380000,2878,35,,82,CUARTO,SAN NICOLAS,1
ESTADOS UNIDOS 800,24,80000,6560000,3333,0,,82,CUARTO,SAN TELMO,1
DEFENSA 1100,403,950000,77900000,2357,100,,82,CUARTO,SAN TELMO,1
CHACABUCO 800,127,170000,13940000,1339,0,,82,CUARTO,SAN TELMO,1
CALVO CARLOS 300,200,1200000,98400000,6000,0,,82,CUARTO,SAN TELMO,1
BOLIVAR 800,504,600000,49200000,1190,0,,82,CUARTO,SAN TELMO,1
MONROE 3100,660,1950000,159900000,2954,5,,82,CUARTO,BELGRANO,13
BLANCO ENCALADA 2166,84,165000,13530000,1964,0,,82,CUARTO,BELGRANO,13
CABILDO 2300,220,2400000,196800000,10909,35,,82,CUARTO,BELGRANO,13
DEL LIBERTADOR 5900,140,800000,65600000,5714,0,,82,CUARTO,BELGRANO,13
BLANCO ENCALADA 2272,53,290000,23780000,5472,0,,82,CUARTO,BELGRANO,13
CABILDO 15500,22,155000,12710000,7046,40,,82,CUARTO,BELGRANO,13
JURAMENTO 1500,20,179000,14678000,8950,35,,82,CUARTO,BELGRANO,13
BLANCO ENCALADA 2166,84,165000,13530000,1964,0,,82,CUARTO,BELGRANO,13
ZAPIOLA 1790,48,70000,5740000,1458,40,,82,CUARTO,BELGRANO,13
MONROE 2700,129,265000,21730000,2054,0,,82,CUARTO,BELGRANO,13
MONROE 2675,166,438000,35916000,1696,0,,82,CUARTO,BELGRANO,13
ROOSEVELT FRANKLIN D. 1702,220,850000,69700000,3864,0,,82,CUARTO,BELGRANO,13
MIGUELETES 2200,191,785396,64402472,4112,0,,82,CUARTO,BELGRANO,13
MONROE 3800,22,34000,2788000,1546,30,,82,CUARTO,BELGRANO,13
CIUDAD DE LA PAZ 2500,354,420000,34440000,1186,0,,82,CUARTO,BELGRANO,13
PEREZ ROQUE 3200,111,280000,22960000,2522,7,,82,CUARTO,COGHLAN,12
BALBIN RICARDO  DR. 2700,160,1250000,102500000,7812,35,,82,CUARTO,COGHLAN,12
IBERA 3300,42,120000,9840000,2857,54,,82,CUARTO,COGHLAN,12
WASHINGTON 2700,30,80000,6560000,2667,33,,82,CUARTO,COGHLAN,12
RIVERA PEDRO I.  DR. 4000,53,75000,6150000,1415,0,,82,CUARTO,COGHLAN,12
FREIRE RAMON  CAP. GRAL. 2800,26,85000,6970000,3269,20,,82,CUARTO,COGHLAN,12
UGARTE MANUEL 3500,85,175000,14350000,2059,45,,82,CUARTO,COGHLAN,12
BALBIN RICARDO  DR. 3500,71,28000,2296000,394,0,,82,CUARTO,COGHLAN,12
MELIAN 3500,260,450000,36900000,1731,0,,82,CUARTO,COGHLAN,12
CONDE 2700,43,40000,3280000,930,0,,82,CUARTO,COGHLAN,12
AGUILAR 2690,30,195000,15990000,6500,20,,82,CUARTO,COLEGIALES,13
ELCANO 3300,173,1250000,102500000,7225,10,,82,CUARTO,COLEGIALES,13
NEWBERY JORGE 3400,145,450000,36900000,3103,0,,82,CUARTO,COLEGIALES,13
LACROZE FEDERICO 2500,128,330000,27060000,2578,50,,82,CUARTO,COLEGIALES,13
PALPA 3500,955,645000,52890000,675,50,,82,CUARTO,COLEGIALES,13
NEWBERY JORGE 3400,145,450000,36900000,3103,3,,82,CUARTO,COLEGIALES,13
ALVAREZ THOMAS 11000,237,660000,54120000,2785,0,,82,CUARTO,COLEGIALES,13
LORETO VIRREY 3600,162,180000,14760000,1111,35,,82,CUARTO,COLEGIALES,13
CONDE 1400,78,350000,28700000,4487,45,,82,CUARTO,COLEGIALES,13
DUMONT SANTOS 3400,70,249000,20418000,3557,10,,82,CUARTO,COLEGIALES,13
LACROZE FEDERICO 3500,57,158000,12956000,2772,25,,82,CUARTO,COLEGIALES,13
ALVAREZ THOMAS 1002,162,790000,64780000,4876,5,,82,CUARTO,COLEGIALES,13
LACROZE FEDERICO 3200,52,180000,14760000,3462,25,,82,CUARTO,COLEGIALES,13
ALVAREZ THOMAS 1300,260,360000,29520000,1385,43,,82,CUARTO,COLEGIALES,13
CIUDAD DE LA PAZ 3000,150,515000,42230000,3433,0,,82,CUARTO,NUÑEZ,13
QUESADA 1800,177,450000,36900000,2542,0,,82,CUARTO,NUÑEZ,13
CABILDO 4900,50,119900,9831800,2398,0,,82,CUARTO,NUÑEZ,13
QUESADA 2350,25,155015,12711230,6201,0,,82,CUARTO,NUÑEZ,13
CABILDO 4800,120,650000,53300000,5417,0,,82,CUARTO,NUÑEZ,13
ARCOS 3588,68,115000,9430000,1691,0,,82,CUARTO,NUÑEZ,13
VIDAL 3500,30,68000,5576000,2267,0,,82,CUARTO,NUÑEZ,13
CAMPOS SALLES 2350,46,135000,11070000,2935,0,,82,CUARTO,NUÑEZ,13
AMENABAR 3357,54,190000,15580000,3518,0,,82,CUARTO,NUÑEZ,13
JUSTO JUAN B. 1416,170,149000,12218000,876,0,,82,CUARTO,PALERMO,14
CORDOBA 4100,180,299000,24518000,1661,8,,82,CUARTO,PALERMO,14
CABILDO 100,53,89900,7371800,1696,20,,82,CUARTO,PALERMO,14
GARCIA TEODORO 1700,22,59000,4838000,2682,4,,82,CUARTO,PALERMO,14
AGUILAR 2110,157,580000,47560000,3694,0,,82,CUARTO,PALERMO,14
CABILDO 400,65,359000,29438000,5523,50,,82,CUARTO,PALERMO,14
OLLEROS 190,160,300000,24600000,1875,0,,82,CUARTO,PALERMO,14
GUATEMALA 4400,700,600000,49200000,857,0,,82,CUARTO,PALERMO,14
BORGES JORGE LUIS 1900,347,850000,69700000,2450,0,,82,CUARTO,PALERMO,14
URIARTE 2400,77,188000,15416000,2442,0,,82,CUARTO,PALERMO,14
HONDURAS 4100,40,159900,13111800,3998,0,,82,CUARTO,PALERMO,14
SOLER 6000,150,700000,57400000,4667,0,,82,CUARTO,PALERMO,14
ARMENIA 2031,240,600000,49200000,2500,0,,82,CUARTO,PALERMO,14
GODOY CRUZ 1553,15,100000,8200000,6667,0,,82,CUARTO,PALERMO,14
BORGES JORGE LUIS 1900,347,850000,69700000,2450,0,,82,CUARTO,PALERMO,14
SCALABRINI ORTIZ RAUL 2500,211,980000,80360000,4644,0,,82,CUARTO,PALERMO,14
CABELLO 3402,20,163000,13366000,8150,0,,82,CUARTO,PALERMO,14
EL SALVADOR 4700,134,600000,49200000,4478,0,,82,CUARTO,PALERMO,14
SCALABRINI ORTIZ RAUL 1500,230,1300000,106600000,5652,0,,82,CUARTO,PALERMO,14
SCALABRINI ORTIZ RAUL 1800,140,799000,65518000,5707,0,,82,CUARTO,PALERMO,14
BULNES 1700,1800,1500000,123000000,833,0,,82,CUARTO,PALERMO,14
EL SALVADOR 4700,134,600000,49200000,4478,0,,82,CUARTO,PALERMO,14
CABELLO 3400,20,163000,13366000,8150,0,,82,CUARTO,PALERMO,14
ARMENIA 2300,145,400000,32800000,2759,0,,82,CUARTO,PALERMO,14
BONPLAND 2200,93,225000,18450000,2419,0,,82,CUARTO,PALERMO,14
SOLER 6000,150,700000,57400000,4667,0,,82,CUARTO,PALERMO,14
URIARTE 2419,30,132000,10824000,4400,0,,82,CUARTO,PALERMO,14
BORGES JORGE LUIS 2100,255,790000,64780000,3098,0,,82,CUARTO,PALERMO,14
CHARCAS 4700,48,690000,56580000,14375,0,,82,CUARTO,PALERMO,14
SANTA FE 5200,54,168000,13776000,3111,0,,82,CUARTO,PALERMO,14
ARMENIA 2031,240,600000,49200000,2500,0,,82,CUARTO,PALERMO,14
THAMES 2200,29,360000,29520000,12414,0,,82,CUARTO,PALERMO,14
